protein_id,buffer,sugar,surfactant,amino_acid,salt,ph,temperature_c,protein_conc_mgmL,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,salt_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score,composite_stability_score,stable
O76093,acetic acid,trehalose,poloxamer 188,none,potassium chloride,5.5,40,100,22.904,228.1808,0.0144,0.0,30.928,0.4519,0.3289,0.2196,0.6868,2,0.659,0.6425,0
O76093,histidine,trehalose,polysorbate 80,none,sodium chloride,7.4,50,100,18.0832,197.0741,0.0169,0.0,107.1012,0.6135,0.3966,0.3672,0.567,1,0.5487,0.5132,0
O76093,acetic acid,mannitol,polysorbate 80,none,potassium chloride,7.4,40,100,18.8289,243.569,0.0109,0.0,46.8414,0.5406,0.3223,0.3555,0.6016,2,0.5854,0.5679,0
O76093,acetic acid,sucrose,polysorbate 20,none,potassium chloride,5.0,40,100,42.8811,258.8499,0.0141,0.0,34.6773,0.4788,0.3334,0.2195,0.6572,2,0.6212,0.6242,0
O76093,histidine,mannitol,polysorbate 80,none,sodium chloride,7.4,50,100,48.4235,119.4239,0.0608,0.0,103.1661,0.6621,0.3688,0.3625,0.5692,1,0.5099,0.4979,0
O76093,citric acid,trehalose,poloxamer 188,none,sodium chloride,7.4,40,100,32.3369,211.6283,0.0398,0.0,126.6283,0.4721,0.3291,0.3016,0.6632,2,0.5784,0.6103,0
O76093,acetic acid,sorbitol,polysorbate 80,none,sodium chloride,7.4,50,10,41.6985,209.9931,0.0453,0.0,115.7532,0.4946,0.3715,0.4257,0.5892,1,0.5727,0.5603,0
O76093,phosphoric acid,mannitol,polysorbate 20,none,potassium chloride,6.0,40,100,40.5674,186.1176,0.0608,0.0,34.3365,0.4249,0.3414,0.2547,0.6477,1,0.6503,0.6388,0
O76093,acetic acid,mannitol,polysorbate 20,none,potassium chloride,7.4,40,100,27.9,179.4181,0.0608,0.0,49.3183,0.4809,0.3409,0.3746,0.6112,1,0.6,0.5866,0
O76093,citric acid,mannitol,polysorbate 80,none,potassium chloride,7.4,50,100,49.3758,142.9646,0.032,0.0,40.8609,0.7026,0.39,0.3705,0.4944,1,0.4668,0.4631,0
O76093,citric acid,sucrose,polysorbate 80,none,potassium chloride,7.0,50,10,24.2262,127.6816,0.0357,0.0,33.2862,0.4447,0.4152,0.315,0.621,0,0.5995,0.5966,0
O76093,phosphoric acid,mannitol,polysorbate 80,none,potassium chloride,7.4,40,100,32.7626,143.4875,0.0154,0.0,22.9877,0.5399,0.3436,0.3876,0.5859,1,0.5536,0.5533,0
O76093,acetic acid,sucrose,poloxamer 188,none,potassium chloride,5.5,40,100,11.4949,261.6682,0.0253,0.0,41.2049,0.4386,0.3279,0.2233,0.7042,2,0.6494,0.6487,0
O76093,acetic acid,sorbitol,polysorbate 80,none,sodium chloride,6.0,50,10,39.9071,269.8956,0.075,0.0,113.3887,0.3398,0.3832,0.2909,0.6814,1,0.6483,0.6611,0
O76093,phosphoric acid,sucrose,polysorbate 20,none,sodium chloride,5.0,40,100,23.0733,239.5537,0.0207,0.0,117.3635,0.5012,0.3558,0.2153,0.6117,2,0.6392,0.607,0
O76093,histidine,trehalose,polysorbate 20,none,potassium chloride,6.5,40,100,41.4547,129.6025,0.0335,0.0,29.0342,0.4784,0.3464,0.1648,0.6756,1,0.6254,0.6339,0
O76093,acetic acid,mannitol,polysorbate 80,none,potassium chloride,7.4,50,100,30.0729,254.765,0.0191,0.0,15.3948,0.6773,0.3931,0.4154,0.5084,2,0.4939,0.4683,0
O76093,acetic acid,sorbitol,poloxamer 188,none,sodium chloride,7.4,40,100,32.4467,299.4158,0.031,0.0,74.2315,0.5255,0.3433,0.404,0.5721,2,0.5929,0.5576,0
O76093,phosphoric acid,sucrose,polysorbate 80,none,potassium chloride,6.5,50,10,26.9416,169.6616,0.0325,0.0,33.7551,0.4131,0.3794,0.2998,0.6499,0,0.6445,0.6269,0
O95393,histidine,mannitol,polysorbate 80,proline,none,6.5,50,1,27.6185,284.8426,0.0263,118.5359,0.0,0.4136,0.4755,0.2779,0.6279,2,0.5813,0.6018,0
O95393,citric acid,sucrose,polysorbate 80,arginine,sodium chloride,7.0,25,10,10.5493,238.759,0.0178,95.0062,52.2748,0.1081,0.3375,0.2289,0.7685,1,0.7917,0.7968,1
O95393,citric acid,trehalose,polysorbate 80,none,none,6.0,50,10,34.9217,298.4604,0.0587,0.0,0.0,0.3513,0.4589,0.2783,0.6431,1,0.6473,0.6374,0
O95393,histidine,sorbitol,poloxamer 188,none,sodium chloride,6.0,25,1,21.3605,257.8377,0.0347,0.0,55.3085,0.2847,0.2975,0.14,0.7556,1,0.7489,0.746,1
O95393,histidine,sucrose,polysorbate 20,proline,none,7.4,37,1,10.7631,273.4821,0.0555,73.1169,0.0,0.105,0.3713,0.329,0.7792,1,0.7324,0.7692,1
O95393,acetic acid,sucrose,polysorbate 20,methionine,none,7.0,4,1,17.955,293.3583,0.0492,7.4122,0.0,0.049,0.143,0.2325,0.9,1,0.8806,0.8855,1
O95393,histidine,trehalose,poloxamer 188,proline,potassium chloride,6.5,40,100,16.2802,169.356,0.0241,112.5231,19.4482,0.4281,0.3843,0.2622,0.6377,2,0.6219,0.6233,0
O95393,phosphoric acid,sucrose,poloxamer 188,proline,potassium chloride,5.0,50,10,19.0233,168.3572,0.0257,63.7261,39.1956,0.5883,0.4646,0.3259,0.5394,0,0.5465,0.5123,0
O95393,citric acid,sorbitol,polysorbate 80,none,sodium chloride,6.5,37,100,23.1714,208.4468,0.0245,0.0,63.8577,0.5216,0.3933,0.2304,0.6047,2,0.5819,0.5825,0
O95393,citric acid,trehalose,polysorbate 20,none,sodium chloride,6.5,25,100,47.3212,283.4224,0.0322,0.0,105.734,0.3577,0.3305,0.1963,0.7211,2,0.6673,0.6888,1
O95393,histidine,trehalose,polysorbate 20,glycine,none,5.0,37,10,48.4478,160.6696,0.0622,173.2548,0.0,0.3379,0.3637,0.1833,0.7161,1,0.7318,0.6963,1
O95393,phosphoric acid,trehalose,polysorbate 80,arginine,sodium chloride,5.5,4,100,34.6779,221.1209,0.0529,109.6361,73.0912,0.3622,0.282,0.147,0.7419,2,0.7368,0.7146,1
O95393,histidine,mannitol,polysorbate 80,methionine,sodium chloride,7.0,50,10,38.4808,174.7919,0.0696,5.423,63.7513,0.3692,0.3398,0.3632,0.6778,0,0.6535,0.6458,0
O95393,citric acid,trehalose,polysorbate 80,methionine,sodium chloride,6.0,40,1,39.6947,297.6487,0.063,1.5952,142.7103,0.2433,0.267,0.1951,0.7703,1,0.7426,0.7607,1
O95393,acetic acid,sorbitol,poloxamer 188,proline,potassium chloride,5.5,40,10,41.0486,221.586,0.043,122.0201,25.766,0.3821,0.4061,0.2812,0.6866,2,0.6376,0.6406,0
O95393,histidine,sucrose,polysorbate 20,methionine,sodium chloride,5.5,50,100,25.8244,247.034,0.049,5.6451,113.0649,0.6681,0.2965,0.2539,0.5901,2,0.5742,0.5386,0
O95393,histidine,trehalose,polysorbate 20,methionine,potassium chloride,6.0,37,10,16.6595,158.8839,0.0743,7.2096,46.147,0.2194,0.2376,0.1663,0.798,0,0.8053,0.7902,1
O95393,acetic acid,sorbitol,polysorbate 80,none,sodium chloride,5.5,50,100,31.8563,178.6133,0.0326,0.0,52.4912,0.7456,0.4604,0.3305,0.4828,1,0.443,0.4344,0
O95393,acetic acid,trehalose,polysorbate 20,arginine,potassium chloride,6.0,25,100,39.3305,118.2382,0.0594,113.4072,13.4123,0.3148,0.3305,0.2126,0.7182,2,0.6691,0.7028,1
O95393,acetic acid,trehalose,polysorbate 20,none,potassium chloride,5.0,25,10,32.6197,231.9061,0.0205,0.0,44.7527,0.3724,0.317,0.1923,0.7204,1,0.6864,0.6881,1
O95393,citric acid,sucrose,polysorbate 20,proline,potassium chloride,7.4,40,10,35.0581,123.5108,0.0192,70.2852,34.9024,0.3411,0.4037,0.3646,0.6422,0,0.6549,0.6386,0
O95393,phosphoric acid,sucrose,polysorbate 20,methionine,potassium chloride,7.0,4,100,45.3081,147.5757,0.0512,5.2814,26.4061,0.3322,0.1273,0.2519,0.7452,1,0.7603,0.744,1
O95393,histidine,sucrose,polysorbate 80,none,potassium chloride,7.0,50,1,11.9568,129.6512,0.0557,0.0,11.4688,0.3399,0.4326,0.3369,0.6768,0,0.6209,0.6391,0
O95393,histidine,mannitol,polysorbate 20,arginine,sodium chloride,5.0,40,1,16.4534,156.8761,0.0563,119.9847,107.2283,0.4271,0.3864,0.1787,0.6522,1,0.6748,0.6442,0
O95393,citric acid,sorbitol,poloxamer 188,none,potassium chloride,5.0,4,10,22.9129,279.506,0.0428,0.0,40.3377,0.3328,0.2646,0.0821,0.772,1,0.7762,0.7486,1
O95393,histidine,mannitol,polysorbate 20,glycine,sodium chloride,7.4,37,10,31.0821,204.9292,0.0587,141.8081,60.9302,0.2286,0.3733,0.3192,0.7219,2,0.7068,0.7121,1
O95393,histidine,sorbitol,poloxamer 188,none,none,6.0,40,100,43.9119,151.932,0.033,0.0,0.0,0.5441,0.3801,0.2095,0.6148,1,0.5977,0.5826,0
O95393,phosphoric acid,trehalose,poloxamer 188,none,potassium chloride,7.0,40,10,42.3192,276.7327,0.0193,0.0,21.6195,0.2537,0.391,0.3605,0.7174,1,0.6935,0.6892,1
O95393,citric acid,sucrose,polysorbate 80,arginine,potassium chloride,7.4,4,100,43.9228,259.9129,0.0799,91.4041,23.3517,0.0495,0.2589,0.2073,0.8503,2,0.8415,0.8553,1
O95393,citric acid,sucrose,poloxamer 188,glycine,none,6.0,37,1,22.3109,201.3379,0.023,50.9197,0.0,0.2284,0.3648,0.174,0.7629,1,0.7452,0.7482,1
O95393,phosphoric acid,mannitol,polysorbate 20,none,none,5.0,25,1,23.2206,167.5874,0.0571,0.0,0.0,0.3217,0.3268,0.197,0.7233,0,0.7405,0.71,1
O95393,acetic acid,sucrose,poloxamer 188,glycine,potassium chloride,5.5,40,100,45.8371,192.494,0.0426,189.1685,12.2409,0.5329,0.375,0.2868,0.6185,2,0.5619,0.5719,0
O95393,phosphoric acid,mannitol,poloxamer 188,none,sodium chloride,5.5,50,100,23.2688,283.2373,0.0418,0.0,56.6213,0.7213,0.4759,0.3129,0.4779,2,0.4833,0.4465,0
O95393,citric acid,mannitol,polysorbate 80,proline,potassium chloride,7.4,50,1,32.8393,177.9133,0.0517,136.4594,40.0616,0.3528,0.4611,0.4148,0.6364,1,0.573,0.6049,0
O95393,phosphoric acid,sucrose,polysorbate 20,methionine,sodium chloride,6.5,25,10,28.0763,290.1453,0.0251,3.7209,61.2231,0.1984,0.2017,0.2418,0.8071,1,0.7613,0.7905,1
O95393,histidine,trehalose,polysorbate 80,methionine,none,5.0,40,100,16.1631,168.0232,0.0438,8.8649,0.0,0.6088,0.263,0.2034,0.6416,1,0.6018,0.5871,0
O95393,phosphoric acid,mannitol,polysorbate 80,arginine,none,7.4,25,1,38.9828,191.8737,0.06,102.2345,0.0,0.0544,0.3089,0.3549,0.8109,1,0.7896,0.8069,1
O95393,histidine,mannitol,polysorbate 80,none,sodium chloride,6.0,40,1,14.1241,253.236,0.0622,0.0,52.248,0.2954,0.3925,0.2167,0.7083,1,0.6668,0.6948,1
O95393,phosphoric acid,trehalose,polysorbate 20,glycine,sodium chloride,6.0,37,100,22.766,188.2231,0.0182,72.3981,77.3637,0.5196,0.3994,0.2397,0.6244,1,0.5842,0.5828,0
O95393,histidine,sucrose,polysorbate 80,none,potassium chloride,7.0,37,10,15.6623,240.8707,0.0298,0.0,19.793,0.1972,0.3831,0.2856,0.7334,1,0.7089,0.7302,1
O95393,histidine,mannitol,poloxamer 188,proline,none,6.5,4,1,11.1597,280.6585,0.012,88.36,0.0,0.1899,0.2604,0.1187,0.8076,1,0.8197,0.8079,1
O95393,histidine,sorbitol,polysorbate 20,glycine,none,7.0,50,100,43.447,239.8731,0.0531,96.8661,0.0,0.6058,0.4442,0.3633,0.5471,2,0.5183,0.5017,0
O95393,citric acid,sucrose,polysorbate 20,none,sodium chloride,5.0,40,1,28.2234,236.8956,0.0597,0.0,96.5397,0.3994,0.4056,0.2116,0.6497,1,0.665,0.6441,0
O95393,citric acid,trehalose,polysorbate 80,none,potassium chloride,6.0,40,1,37.9846,233.0361,0.0652,0.0,45.2962,0.2606,0.383,0.2049,0.7449,1,0.7127,0.721,1
O95393,acetic acid,sorbitol,polysorbate 80,arginine,potassium chloride,5.0,37,10,28.4497,134.1603,0.0638,110.444,15.0958,0.3012,0.4141,0.2473,0.6791,1,0.6838,0.6801,1
O95393,histidine,sorbitol,poloxamer 188,arginine,potassium chloride,7.0,4,10,31.3098,180.1633,0.0265,112.0875,31.918,0.1518,0.2694,0.2015,0.7951,1,0.8108,0.804,1
O95393,acetic acid,sorbitol,polysorbate 80,proline,sodium chloride,7.4,50,10,41.3726,187.0707,0.0651,104.4527,73.6154,0.3232,0.4786,0.5096,0.6072,1,0.5684,0.592,0
O95393,histidine,sorbitol,polysorbate 80,none,none,6.5,37,100,13.9062,189.0432,0.0316,0.0,0.0,0.4747,0.3728,0.2284,0.6435,1,0.5888,0.6113,0
O95393,acetic acid,sucrose,poloxamer 188,arginine,none,7.0,40,10,29.7718,232.033,0.0136,131.7034,0.0,0.1949,0.3841,0.3669,0.7512,2,0.6774,0.7158,1
O95393,histidine,trehalose,poloxamer 188,glycine,potassium chloride,7.0,37,10,34.6229,189.432,0.0182,181.6138,21.9894,0.2297,0.3745,0.2849,0.7461,1,0.7167,0.7213,1
O95393,phosphoric acid,sorbitol,poloxamer 188,proline,sodium chloride,7.0,4,100,49.4569,180.8395,0.0151,79.4185,86.9223,0.4177,0.2874,0.2447,0.6802,1,0.6499,0.6593,0
O95393,histidine,sucrose,poloxamer 188,none,potassium chloride,5.0,37,1,19.4096,240.4444,0.0258,0.0,22.7251,0.3433,0.4229,0.2078,0.6671,1,0.6448,0.6639,0
O95393,acetic acid,sorbitol,polysorbate 20,methionine,none,5.5,25,10,15.5628,211.0843,0.069,4.2426,0.0,0.266,0.1924,0.2135,0.784,1,0.7687,0.7684,1
O95393,acetic acid,trehalose,polysorbate 20,glycine,sodium chloride,5.0,4,100,10.6283,244.2678,0.0441,115.5103,149.0218,0.4666,0.2741,0.1164,0.695,2,0.6723,0.6693,0
O95393,histidine,trehalose,poloxamer 188,methionine,potassium chloride,7.4,50,10,34.9299,190.8789,0.027,8.3806,25.3886,0.4087,0.3576,0.4152,0.6333,0,0.622,0.6089,0
O95393,citric acid,trehalose,polysorbate 20,none,sodium chloride,7.0,40,100,19.47,200.3458,0.0388,0.0,104.6166,0.4805,0.4008,0.3134,0.6461,2,0.569,0.5863,0
O95393,phosphoric acid,sucrose,polysorbate 80,none,potassium chloride,7.4,37,1,33.2108,292.3475,0.0156,0.0,39.2074,0.1936,0.3648,0.4174,0.712,1,0.6854,0.7075,1
O95393,phosphoric acid,sorbitol,poloxamer 188,arginine,none,7.0,4,1,28.8981,248.3372,0.0484,57.8082,0.0,0.0991,0.2875,0.2635,0.8007,1,0.7991,0.8097,1
O95393,phosphoric acid,sucrose,polysorbate 20,none,sodium chloride,6.5,40,100,46.2422,214.7931,0.0332,0.0,85.2915,0.4731,0.3756,0.3111,0.6218,2,0.6446,0.5983,0
O95393,phosphoric acid,mannitol,polysorbate 80,arginine,none,7.0,37,100,41.4009,152.0886,0.0541,107.8141,0.0,0.3113,0.358,0.3506,0.707,2,0.7012,0.6745,0
O95393,histidine,mannitol,poloxamer 188,none,sodium chloride,6.0,40,1,15.0729,115.3725,0.0414,0.0,75.2051,0.3543,0.3663,0.2324,0.7007,0,0.6593,0.6727,0
O95393,phosphoric acid,mannitol,polysorbate 20,arginine,none,5.0,50,1,46.4053,247.7934,0.0561,86.9767,0.0,0.5093,0.4133,0.3298,0.6011,1,0.5856,0.565,0
O95393,citric acid,mannitol,poloxamer 188,glycine,potassium chloride,5.5,50,1,23.7139,116.8803,0.0158,190.0913,16.166,0.535,0.4541,0.2458,0.5937,1,0.552,0.5573,0
O95393,acetic acid,sorbitol,polysorbate 20,glycine,none,6.5,25,1,33.1103,268.3666,0.0138,89.6593,0.0,0.2264,0.3093,0.255,0.774,1,0.7359,0.7472,1
O95393,histidine,sucrose,polysorbate 80,methionine,potassium chloride,6.5,37,10,39.846,250.4856,0.0473,4.4182,38.2243,0.1746,0.2169,0.2246,0.8159,1,0.846,0.8076,1
O95393,acetic acid,mannitol,polysorbate 80,none,potassium chloride,5.0,37,10,25.2802,163.1377,0.0471,0.0,48.2348,0.3733,0.4006,0.274,0.6724,0,0.6767,0.648,0
O95393,histidine,mannitol,polysorbate 20,none,none,6.0,37,10,20.6835,119.6554,0.0558,0.0,0.0,0.3094,0.3845,0.1883,0.7354,0,0.7197,0.7036,1
O95393,acetic acid,sorbitol,poloxamer 188,glycine,none,7.4,50,1,30.7981,235.5436,0.0497,96.9905,0.0,0.3539,0.4331,0.4767,0.6141,1,0.5873,0.598,0
O95393,histidine,sucrose,polysorbate 80,arginine,potassium chloride,5.0,50,1,37.42,170.3033,0.0608,75.1896,11.3617,0.47,0.446,0.2591,0.6179,0,0.6097,0.5902,0
O95393,histidine,sucrose,poloxamer 188,glycine,none,7.4,4,100,48.3118,117.2773,0.0342,106.3938,0.0,0.2646,0.2638,0.2329,0.7812,2,0.7354,0.7468,1
O95393,citric acid,sucrose,poloxamer 188,glycine,potassium chloride,6.0,40,100,47.4473,227.7561,0.0469,91.4575,27.0793,0.4047,0.4038,0.1948,0.6521,2,0.641,0.6438,0
O95393,phosphoric acid,mannitol,polysorbate 80,arginine,potassium chloride,5.0,40,10,23.3062,112.0117,0.0769,76.4665,27.623,0.3444,0.3854,0.2413,0.7049,0,0.6937,0.6741,0
O95393,acetic acid,trehalose,poloxamer 188,methionine,sodium chloride,7.4,40,1,15.7549,253.7415,0.0187,6.79,141.2609,0.3042,0.2374,0.4213,0.7167,1,0.6957,0.6919,1
O95393,phosphoric acid,sucrose,polysorbate 80,arginine,sodium chloride,7.0,37,10,10.7506,199.5403,0.0557,50.0868,53.7836,0.135,0.3676,0.3603,0.7678,0,0.7582,0.7531,1
O95393,acetic acid,mannitol,polysorbate 80,proline,potassium chloride,7.0,4,100,38.3042,254.1981,0.0435,90.3913,39.1107,0.3255,0.2847,0.251,0.7489,2,0.7147,0.709,1
O95393,histidine,trehalose,polysorbate 80,methionine,none,6.5,4,100,31.4122,298.3203,0.0333,3.7255,0.0,0.2665,0.1539,0.1302,0.8092,2,0.7966,0.797,1
O95393,histidine,sucrose,polysorbate 20,none,potassium chloride,5.0,40,10,35.9117,135.3237,0.0128,0.0,25.3665,0.527,0.4014,0.2073,0.6214,0,0.6288,0.5884,0
O95393,citric acid,mannitol,poloxamer 188,methionine,sodium chloride,7.4,37,10,13.3945,226.5583,0.0394,2.2595,69.3093,0.2689,0.2415,0.3532,0.7285,1,0.724,0.7211,1
O95393,citric acid,sorbitol,polysorbate 20,arginine,none,7.4,37,10,31.3576,266.8501,0.0415,149.5834,0.0,0.1519,0.3754,0.3264,0.7485,2,0.7121,0.7447,1
O95393,histidine,mannitol,polysorbate 80,proline,none,5.0,40,1,18.4671,230.77,0.0466,144.009,0.0,0.3746,0.3889,0.1833,0.6896,2,0.6889,0.6695,0
O95393,citric acid,trehalose,polysorbate 80,arginine,none,5.5,40,100,10.7625,281.4358,0.0533,74.2683,0.0,0.3764,0.4172,0.212,0.6898,2,0.6435,0.6537,0
O95393,citric acid,sucrose,polysorbate 80,arginine,potassium chloride,5.0,40,100,16.8276,218.2085,0.0672,60.6331,29.8857,0.4987,0.3781,0.2177,0.6362,2,0.6245,0.6044,0
O95393,citric acid,sucrose,polysorbate 80,methionine,potassium chloride,7.4,40,10,14.8321,236.8177,0.0482,3.8943,48.5877,0.1837,0.241,0.3633,0.7637,1,0.7584,0.7604,1
O95393,citric acid,sucrose,poloxamer 188,glycine,potassium chloride,5.0,4,10,15.6495,183.0309,0.0379,133.0112,27.5464,0.2536,0.2856,0.0612,0.8039,1,0.7997,0.7852,1
O95393,histidine,trehalose,polysorbate 80,none,potassium chloride,5.5,4,10,13.2289,101.4448,0.0748,0.0,38.2696,0.1815,0.2816,0.0836,0.8145,0,0.7957,0.8118,1
O95393,phosphoric acid,sorbitol,poloxamer 188,methionine,none,5.5,25,1,35.593,204.6174,0.0265,9.4428,0.0,0.2671,0.1894,0.1818,0.7961,1,0.7753,0.7763,1
O95393,histidine,trehalose,poloxamer 188,methionine,none,5.0,37,10,26.7514,211.5421,0.0177,9.8794,0.0,0.4129,0.2341,0.1841,0.7305,1,0.7103,0.6947,1
O95393,histidine,mannitol,poloxamer 188,none,sodium chloride,6.5,25,10,12.1228,122.5358,0.016,0.0,134.3782,0.3176,0.3312,0.1522,0.7482,0,0.7339,0.7212,1
O95393,acetic acid,sorbitol,polysorbate 80,glycine,none,5.0,4,100,24.5677,141.918,0.0276,142.5229,0.0,0.4985,0.2692,0.1491,0.678,2,0.6729,0.6497,0
O95393,acetic acid,sucrose,polysorbate 80,arginine,none,5.5,25,1,29.4025,123.213,0.0727,122.1403,0.0,0.1271,0.3404,0.1856,0.8167,1,0.8149,0.8041,1
O95393,phosphoric acid,sorbitol,polysorbate 80,proline,sodium chloride,5.0,37,1,13.9226,247.5496,0.0709,87.5532,72.0663,0.3091,0.395,0.2893,0.7092,1,0.6741,0.6764,0
O95393,acetic acid,sorbitol,polysorbate 80,methionine,sodium chloride,5.5,50,10,17.1224,174.697,0.042,2.7474,85.859,0.5708,0.315,0.3301,0.5945,0,0.6016,0.5624,0
O95393,phosphoric acid,trehalose,polysorbate 20,glycine,sodium chloride,7.4,50,1,21.2242,122.2219,0.0426,112.7336,126.034,0.386,0.4758,0.4872,0.5767,1,0.5654,0.5676,0
O95393,citric acid,mannitol,poloxamer 188,glycine,none,7.0,25,100,48.8054,271.0008,0.0135,178.5461,0.0,0.3195,0.3336,0.2485,0.7072,2,0.6975,0.6947,1
O95393,acetic acid,trehalose,poloxamer 188,methionine,potassium chloride,6.0,4,100,27.1244,274.5197,0.0199,4.9082,18.8963,0.4193,0.1253,0.1338,0.7818,2,0.7843,0.7372,1
O95393,citric acid,sucrose,polysorbate 20,arginine,sodium chloride,6.5,50,1,27.0279,178.864,0.0667,119.6654,59.7999,0.2885,0.468,0.3198,0.6633,1,0.6386,0.6547,0
O95393,acetic acid,trehalose,polysorbate 80,none,sodium chloride,7.4,40,1,15.3085,159.1581,0.0553,0.0,59.073,0.2593,0.4197,0.4328,0.6654,0,0.6799,0.6603,0
O95393,acetic acid,mannitol,polysorbate 80,methionine,none,7.4,50,1,49.0568,192.7521,0.0197,7.3282,0.0,0.4393,0.3078,0.4849,0.6495,0,0.6045,0.5956,0
O95393,citric acid,mannitol,poloxamer 188,methionine,none,7.4,4,100,12.8279,278.6869,0.0233,1.2944,0.0,0.3732,0.1398,0.2304,0.7636,2,0.6922,0.7255,1
O95393,acetic acid,mannitol,poloxamer 188,none,none,7.0,25,100,13.2384,276.1694,0.0394,0.0,0.0,0.3474,0.3278,0.288,0.7039,2,0.671,0.6752,0
O95393,histidine,mannitol,polysorbate 80,arginine,potassium chloride,6.0,40,100,11.635,173.2866,0.0554,120.4874,32.4303,0.4592,0.4181,0.1974,0.64,2,0.6229,0.6155,0
O95393,citric acid,trehalose,polysorbate 20,glycine,none,5.0,40,100,47.5659,216.0239,0.0771,81.4691,0.0,0.5096,0.3974,0.193,0.6112,2,0.6219,0.5971,0
O95393,citric acid,mannitol,polysorbate 20,proline,none,7.4,40,10,12.1784,174.5628,0.0417,100.145,0.0,0.2968,0.3824,0.3678,0.6776,1,0.6621,0.6652,0
O95393,histidine,sorbitol,poloxamer 188,none,none,7.0,37,10,34.8381,259.9808,0.0478,0.0,0.0,0.239,0.3782,0.2959,0.7193,1,0.699,0.7102,1
O95393,histidine,trehalose,polysorbate 20,arginine,sodium chloride,6.5,25,10,48.3303,115.3895,0.0215,61.2025,64.7954,0.2067,0.313,0.1726,0.7616,0,0.7607,0.7697,1
O95393,citric acid,trehalose,poloxamer 188,arginine,potassium chloride,6.5,50,1,28.9562,184.026,0.0395,52.1482,17.5624,0.3622,0.449,0.2961,0.653,0,0.6374,0.6324,0
O95393,histidine,trehalose,poloxamer 188,proline,potassium chloride,7.0,37,100,35.842,165.2613,0.0337,119.6864,43.6763,0.3851,0.3689,0.271,0.6578,2,0.642,0.6463,0
O95393,acetic acid,sorbitol,polysorbate 20,none,sodium chloride,6.0,25,10,19.0713,174.3805,0.0302,0.0,134.5514,0.3021,0.3126,0.1858,0.7353,0,0.7293,0.7235,1
O95393,citric acid,mannitol,polysorbate 20,methionine,sodium chloride,7.0,25,100,31.4127,136.4561,0.0223,7.373,140.4711,0.4655,0.1758,0.229,0.692,1,0.6876,0.6719,0
O95393,citric acid,trehalose,polysorbate 80,arginine,sodium chloride,6.0,50,1,27.6355,173.9344,0.0244,120.7134,116.5553,0.3743,0.4615,0.2329,0.6524,1,0.6423,0.6365,0
O95393,phosphoric acid,sorbitol,poloxamer 188,none,sodium chloride,5.5,50,10,31.3457,124.298,0.011,0.0,143.1069,0.6433,0.4933,0.335,0.4998,0,0.4847,0.4726,0
O95393,acetic acid,mannitol,polysorbate 80,none,sodium chloride,5.0,40,100,48.806,209.2291,0.0455,0.0,114.7244,0.6072,0.3933,0.2618,0.5883,2,0.5425,0.5375,0
O95393,phosphoric acid,trehalose,poloxamer 188,none,potassium chloride,6.5,50,10,23.5474,122.4631,0.0292,0.0,11.6032,0.4631,0.4433,0.3958,0.5885,0,0.5942,0.5641,0
O95393,phosphoric acid,sucrose,polysorbate 20,none,sodium chloride,5.0,50,100,27.8389,118.4962,0.0139,0.0,114.1313,0.8565,0.4601,0.3352,0.4411,1,0.3724,0.3786,0
O95393,phosphoric acid,trehalose,polysorbate 80,none,sodium chloride,5.0,40,100,31.5365,189.0916,0.057,0.0,58.7377,0.5612,0.4071,0.2736,0.5664,1,0.5633,0.5497,0
O95393,acetic acid,mannitol,poloxamer 188,none,sodium chloride,5.5,40,100,46.3379,172.213,0.0159,0.0,135.3804,0.7132,0.4132,0.2734,0.5361,1,0.492,0.4783,0
O95393,phosphoric acid,sucrose,polysorbate 20,none,potassium chloride,6.5,50,10,24.0542,295.5047,0.0712,0.0,13.5039,0.2769,0.439,0.3932,0.6693,1,0.6371,0.6532,0
O95393,acetic acid,sorbitol,polysorbate 20,none,sodium chloride,7.4,40,100,42.2269,294.0721,0.0397,0.0,139.6429,0.4873,0.423,0.4487,0.612,2,0.5402,0.5479,0
O95393,histidine,trehalose,polysorbate 80,none,potassium chloride,5.0,40,100,28.9845,273.5052,0.0791,0.0,12.6446,0.4772,0.3717,0.2265,0.6252,2,0.6271,0.6118,0
O95393,histidine,sorbitol,poloxamer 188,none,potassium chloride,5.0,40,100,26.5806,211.1628,0.0384,0.0,40.2097,0.6345,0.3856,0.1918,0.5704,2,0.5525,0.5395,0
O95393,citric acid,trehalose,polysorbate 20,none,potassium chloride,5.0,40,100,32.1547,108.4466,0.0678,0.0,43.3834,0.5986,0.407,0.1878,0.5922,1,0.5936,0.5558,0
O95393,acetic acid,trehalose,polysorbate 80,none,sodium chloride,6.5,50,10,16.161,160.0339,0.0548,0.0,113.6561,0.3912,0.4421,0.3663,0.6475,0,0.6032,0.6063,0
O95393,phosphoric acid,sorbitol,polysorbate 80,none,potassium chloride,5.0,50,100,46.2717,228.9572,0.012,0.0,40.5887,0.815,0.4601,0.3132,0.4673,2,0.4379,0.4075,0
O95393,phosphoric acid,sorbitol,poloxamer 188,none,potassium chloride,5.0,40,100,44.7338,225.5992,0.029,0.0,37.7698,0.6697,0.3819,0.261,0.56,2,0.552,0.5125,0
